"Sentence Text";Coded;Coder1;Coder2;Coder3;"Word Count";"Average Word Length";CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;"COCA1990 2012";"COCA2016 17";MTurk;PersonalBlogs;PoliticalBlogs;Refined;PDA500;TDA1710;"ALLPORT Metaphorical Doubtful";"ALLPORT Personal Traits";"ALLPORT Social Evaluations";"ALLPORT Temporary States";"COCA1990 2012 Count";"COCA2016 17 Count";"MTurk Count";"PersonalBlogs Count";"PoliticalBlogs Count";"Refined Count";"PDA500 Count";"TDA1710 Count";"ALLPORT Metaphorical Doubtful Count";"ALLPORT Personal Traits Count";"ALLPORT Social Evaluations Count";"ALLPORT Temporary States Count";"w2v cosine";"w2v euclid";"glove cosine";"glove euclid";O+;O-;C+;C-;E+;E-;A+;A-;N+;N-;SE+;SE-;ST+;ST-;CO+;CO-;OC+;OC-;ANNAM;ANNES;BETTY;BIDDY;CARTW;COLBR;DRDAV;EDWAR;ELINO;ELIBR;ELIWI;HARRY;WILLO;JHYMD;LADYE;LADYM;LDCOU;LDMOR;LUCYS;MARGA;MARIA;MARTH;MSCAR;MSGOD;MSMOR;MSSOP;MSSPA;MSWAL;MRDON;MRHAR;MRHEN;MRJEN;MRJOD;MRPRA;MRRIC;MRSIM;MRPAL;MRELL;MRROS;MSPAL;MSDSH;MSDEN;FANNY;MSFER;MSJEN;MSRIC;MSSMI;MSTAY;MSBUR;MSCLA;MSELL;GIBSO;RICST;ROBFE;SALLY;SRELL;SRMID;SRFER;OLDGD;WESTS;WHITS;THOMS;WMMID;PEOPL
"He is the most fearful of giving pain, of wounding expectation, and the most incapable of being selfish, of any body I ever saw.";7;EDWAR:A+:ST+;EDWAR:A:ST;MARIA:A-:SE;24;4.2;1;0;3;0;0;4;3;0;0;0;0;3;0;0;0;0;0;2;0;1;0;2;0;0;0;0;0;1;3;0;0;1;0;0;0;0;"PO 1(selfish)";"PO 1(selfish)";"PO 1(selfish)";"PO 1(selfish)";;"PO 1(selfish)";"selfish, fearful, giving";"selfish, giving";;"selfish";"incapable";"giving";1;1;1;1;0;1;3;2;0;1;1;1;0.86;0.53;0.29;1.15;0;0;0;0;0;0;2;1;0;0;1;0;2;0;0;0;0;0;;;;;;;;"HC1 (239) [ CO- 2, X + 1, E+ 3, E- 28, C+ 15, A+ 30, C- 3, ST+ 16, A- 18, ST- 12, OC+ 16, OC- 7, SE- 14, O+ 13, N+ 17, O- 20, CO+ 22, N- 2 ], HC2 (205) [ X + 2, E- 54, C+ 7, A+ 39, ST+ 7, A- 7, OC+ 1, OC- 13, SE- 6, O+ 8, N+ 33, CO+ 18, O- 10 ]";;;;;;;;;;;;;"HC3 (433) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 5, OC+  5, OC+ 3, OC- 73, SE+ 38, SE- 2, O+ 8, N+ 37, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Edward, it is so, and I will say it.";1;;;MARIA:A-:SE;9;2.9;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;"it";"will";0;0;0;0;0;0;0;0;0;0;1;1;0.87;0.51;0.65;0.80;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC3 (435) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 6, OC+  5, OC+ 3, OC- 73, SE+ 39, SE- 2, O+ 8, N+ 37, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"What! are you never to hear yourself praised!--Then you must be no friend of mine; for those who will accept of my love and esteem, must submit to my open commendation.""";7;"MARIA:A+:ST+, MARIA:X:OC+";"MARIA:E:ST, ";MARIA:A-:SE;32;4.2;1;0;2;0;0;3;1;0;0;0;3;5;0;0;0;0;0;3;2;2;0;0;0;0;2;0;4;0;0;0;1;0;0;2;0;0;"BE 2(friend, love), CO 2(must, must), UN 1(accept)";"BE 2(friend, love), CO 2(must, must), UN 1(accept)";"BE 2(friend, love)";"AC 1(esteem), BE 2(friend, love), CO 2(must, must), UN 1(accept)";"BE 2(friend, love), CO 2(must, must), UN 1(accept)";"BE 2(friend, love), CO 2(must, must), UN 1(accept)";;"open";"must";"open";;"will";5;5;2;6;5;5;0;1;1;1;0;1;0.86;0.51;0.38;1.08;0;0;0;0;1;0;1;1;0;0;1;0;2;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;"HC1 (640) [ CO- 56, CO-  2, X + 3, E+ 47, E- 24, C+ 3, A+ 48, C- 23, ST+ 47, A- 50, ST- 31, OC+   1, ST+  1, OC+ 86, SE+ 3, OC- 4, SE- 6, O+ 54, N+ 109, CO+ 26, O- 7, N- 9 ], HC2 (650) [ CO- 3, X + 5, E+ 85, C+ 3, E- 16, A+ 45, C- 6, ST+ 31, A- 16, ST- 6, OC+ 45, SE+ 20, OC- 7, O+ 69, N+ 278, CO+ 12, N- 3 ], HC3 (437) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 7, OC+  5, OC+ 3, OC- 73, SE+ 40, SE- 2, O+ 8, N+ 37, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"The nature of her commendation, in the present case, however, happened to be particularly ill-suited to the feelings of two thirds of her auditors, and was so very unexhilarating to Edward, that he very soon got up to go away.";7;"EDWAR:A-:ST-, EDWAR:A-:ST-";EDWAR:E-:X;MARIA:A-:SE;40;4.5;1;1;3;0;0;5;3;0;0;0;0;3;3;1;0;0;0;1;2;7;0;0;1;0;4;0;2;3;0;0;0;0;0;0;0;0;"UN 1(nature)";"UN 1(nature)";"UN 1(nature)";"UN 1(nature)";"UN 1(nature)";"UN 1(nature)";;;"present";;"case";;1;1;1;1;1;1;0;0;1;0;1;0;0.87;0.49;0.25;1.18;0;0;0;0;0;1;0;3;0;0;1;0;0;2;0;0;0;0;;;;;;;;"HC1 (243) [ CO- 2, X + 1, E+ 3, E- 28, C+ 15, A+ 30, C- 3, ST+ 16, A- 20, ST- 14, OC+ 16, OC- 7, SE- 14, O+ 13, N+ 17, O- 20, CO+ 22, N- 2 ], HC2 (206) [ X + 2, E- 55, C+ 7, A+ 39, ST+ 7, A- 7, OC+ 1, OC- 13, SE- 6, O+ 8, N+ 33, CO+ 18, O- 10 ]";;;;;;;;;;;;;"HC3 (439) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 8, OC+  5, OC+ 3, OC- 73, SE+ 41, SE- 2, O+ 8, N+ 37, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Going so soon!"" said Marianne; ""my dear Edward, this must not be.""";0;;;;14;3.7;0;0;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;1;3;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;"CO 1(must)";"CO 1(must)";;"CO 1(must)";"CO 1(must)";"CO 1(must)";;;"must";;"dear";;1;1;0;1;1;1;0;0;1;0;1;0;0.87;0.51;0.59;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"And drawing him a little aside, she whispered her persuasion that Lucy could not stay much longer.";4;MARIA:X:ST+;;;17;4.7;1;0;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;3;0;4;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;"PO 1(persuasion)";"PO 1(persuasion)";;;;;;"little";"little";;;;1;1;0;0;0;0;0;1;1;0;0;0;0.82;0.60;0.39;1.08;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC1 (641) [ CO- 56, CO-  2, X + 3, E+ 47, E- 24, C+ 3, A+ 48, C- 23, ST+ 48, A- 50, ST- 31, OC+   1, ST+  1, OC+ 86, SE+ 3, OC- 4, SE- 6, O+ 54, N+ 109, CO+ 26, O- 7, N- 9 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"But even this encouragement failed, for he would go; and Lucy, who would have outstaid him, had his visit lasted two hours, soon afterwards went away.";2;;"EDWAR:E-:X, LUCYS:A-:X";;27;4.4;2;1;1;0;0;1;1;0;0;0;2;2;1;1;0;0;0;2;1;4;0;0;0;0;0;0;2;4;0;0;0;0;0;1;0;0;"BE 1(encouragement)";;;"BE 1(encouragement)";;"BE 1(encouragement)";;;;;"failed";;1;0;0;1;0;1;0;0;0;0;1;0;0.82;0.59;0.30;1.14;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;"HC2 (207) [ X + 2, E- 56, C+ 7, A+ 39, ST+ 7, A- 7, OC+ 1, OC- 13, SE- 6, O+ 8, N+ 33, CO+ 18, O- 10 ]";;;;;;;;;;;"HC2 (240) [ X + 4, E+ 41, C+ 5, E- 1, A+ 16, ST+ 8, A- 45, ST- 21, SE+ 69, O+ 5, N+ 19, O- 4, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""What can bring her here so often?"" said Marianne, on her leaving them.";1;;;MARIA:A-:SE;14;4.0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;3;0;3;0;0;0;0;0;0;2;1;1;0;0;0;0;1;0;0;;;;;;;;;;;;"leaving";0;0;0;0;0;0;0;0;0;0;0;1;0.84;0.57;0.55;0.93;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC3 (441) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 9, OC+  5, OC+ 3, OC- 73, SE+ 42, SE- 2, O+ 8, N+ 37, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Could not she see that we wanted her gone!--how";4;LUCYS:A-:X;;;9;4.6;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.86;0.52;0.57;0.91;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;"HC1 (214) [ CO- 3, X + 1, E+ 29, E- 2, C+ 5, A+ 16, C- 6, ST+ 23, A- 26, ST- 15, OC+ 16, SE+ 15, OC- 1, SE- 3, O+ 2, N+ 8, CO+ 36, O- 4, N- 3 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"teazing to Edward!""  ""Why so?--we were all his friends, and Lucy has been the longest known to him of any.";6;ELINO:X:CO+;ELINO:A:ST;;20;4.1;1;0;3;0;0;1;1;0;1;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;2;0;0;1;1;2;0;1;0;0;0;1;"BE 1(friends)";"BE 1(friends)";;;"BE 1(friends)";"BE 1(friends)";;;;;;;1;1;0;0;1;1;0;0;0;0;0;0;0.88;0.50;0.45;1.03;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;;;;;;;;;"HC1 (729) [ CO- 7, E+ 8, C+ 105, E- 18, A+ 115, C- 1, ST+ 144, A- 22, ST- 4, ST+  2, OC+ 31, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 11, CO+ 178, CO+  3, N- 37 ], HC2 (635) [ X + 5, E+ 21, C+ 103, E- 19, A+ 84, ST+ 70, A- 6, ST- 2, OC+ 7, SE+ 12, SE- 1, O+ 72, N+ 98, CO+ 73, N- 62 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"It is but natural that he should like to see her as well as ourselves.""";7;ELINO:X:CO+;ELINO:A:ST;ELINO:C+:X;15;3.7;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;4;0;2;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;"UN 1(natural)";"UN 1(natural)";;"UN 1(natural)";;"UN 1(natural)";"natural";"natural, well";"well";"natural";;;1;1;0;1;0;1;1;2;1;1;0;0;0.89;0.46;0.46;1.01;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;;;;;;;;;"HC1 (730) [ CO- 7, E+ 8, C+ 105, E- 18, A+ 115, C- 1, ST+ 144, A- 22, ST- 4, ST+  2, OC+ 31, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 11, CO+ 179, CO+  3, N- 37 ], HC2 (637) [ X + 5, E+ 21, C+ 103, E- 19, A+ 85, ST+ 71, A- 6, ST- 2, OC+ 7, SE+ 12, SE- 1, O+ 72, N+ 98, CO+ 73, N- 62 ], HC3 (567) [ CO- 1, X + 1, E+ 25, C+ 271, E- 4, A+ 61, ST+ 96, OC+ 7, SE+ 27, OC- 3, SE- 6, O+ 27, N+ 11, CO+ 26, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Marianne looked at her steadily, and said, ""You know, Elinor, that this is a kind of talking which I cannot bear.";7;MARIA:X:ST+;MARIA:E:X;MARIA:N:OC-;21;4.1;1;0;2;0;0;3;0;0;0;0;1;2;0;2;0;0;0;2;1;1;0;0;0;0;0;0;1;2;0;0;1;1;1;0;0;0;;;;;;;"kind";"kind";;"kind";"bear";;0;0;0;0;0;0;1;1;0;1;1;0;0.86;0.52;0.41;1.07;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;"HC1 (642) [ CO- 56, CO-  2, X + 3, E+ 47, E- 24, C+ 3, A+ 48, C- 23, ST+ 49, A- 50, ST- 31, OC+   1, ST+  1, OC+ 86, SE+ 3, OC- 4, SE- 6, O+ 54, N+ 109, CO+ 26, O- 7, N- 9 ], HC2 (651) [ CO- 3, X + 5, E+ 86, C+ 3, E- 16, A+ 45, C- 6, ST+ 31, A- 16, ST- 6, OC+ 45, SE+ 20, OC- 7, O+ 69, N+ 278, CO+ 12, N- 3 ], HC3 (443) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 9, OC+  5, OC+ 3, OC- 74, SE+ 42, SE- 2, O+ 8, N+ 38, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"If you only hope to have your assertion contradicted, as I must suppose to be the case, you ought to recollect that I am the last person in the world to do it.";5;"MARIA:A+:CO+, ELINO:N+:X";;MARIA:N:OC-;33;3.8;0;0;3;0;0;4;1;0;0;0;2;4;0;0;0;0;0;5;1;1;0;0;0;0;4;0;5;1;0;0;2;0;0;0;0;0;"CO 1(must)";"CO 1(must)";;"CO 1(must)";"CO 1(must)";"CO 1(must)";;;"must";;"last, it, case";;1;1;0;1;1;1;0;0;1;0;3;0;0.90;0.45;0.40;1.06;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;1;;;;;;;;;"HC1 (731) [ CO- 7, E+ 8, C+ 105, E- 18, A+ 115, C- 1, ST+ 144, A- 22, ST- 4, ST+  2, OC+ 31, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 12, CO+ 179, CO+  3, N- 37 ]";;;;;;;;;;;;"HC1 (644) [ CO- 56, CO-  2, X + 3, E+ 47, E- 24, C+ 3, A+ 49, C- 23, ST+ 49, A- 50, ST- 31, OC+   1, ST+  1, OC+ 86, SE+ 3, OC- 4, SE- 6, O+ 54, N+ 109, CO+ 27, O- 7, N- 9 ], HC3 (445) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 9, OC+  5, OC+ 3, OC- 75, SE+ 42, SE- 2, O+ 8, N+ 39, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I cannot descend to be tricked out of assurances, that are not really wanted.""";5;MARIA:X:OC+;;MARIA:N:OC-;14;4.4;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;1;0;2;0;0;0;0;1;0;2;1;0;1;1;0;1;0;0;0;;;;;;;;;;;"out";;0;0;0;0;0;0;0;0;0;0;1;0;0.90;0.43;0.33;1.14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;"HC1 (645) [ CO- 56, CO-  2, X + 3, E+ 47, E- 24, C+ 3, A+ 49, C- 23, ST+ 49, A- 50, ST- 31, OC+   1, ST+  1, OC+ 87, SE+ 3, OC- 4, SE- 6, O+ 54, N+ 109, CO+ 27, O- 7, N- 9 ], HC3 (447) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 9, OC+  5, OC+ 3, OC- 76, SE+ 42, SE- 2, O+ 8, N+ 40, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"She then left the room; and Elinor dared not follow her to say more, for bound as she was by her promise of secrecy to Lucy, she could give no information that would convince Marianne; and painful as the consequences of her still continuing in an error might be, she was obliged to submit to it.";7;ELINO:X:CO+;ELINO:A:X;MARIA:N:OC-;58;4.1;2;0;4;0;0;7;1;1;0;0;3;5;1;3;0;0;0;5;3;3;0;0;0;0;4;0;6;4;1;2;0;0;1;0;0;0;"CO 1(obliged), PO 1(might), SE 1(consequences)";"CO 1(obliged), SE 1(consequences)";;"CO 1(obliged), PO 1(might), SE 1(consequences)";"PO 1(might), SE 1(consequences)";"CO 1(obliged), PO 1(might), SE 1(consequences)";;;"bound";"still";"it, painful";;3;2;0;3;2;3;0;0;1;1;2;0;0.84;0.55;0.38;1.09;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;;;;;;;;;"HC1 (732) [ CO- 7, E+ 8, C+ 105, E- 18, A+ 115, C- 1, ST+ 144, A- 22, ST- 4, ST+  2, OC+ 31, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 12, CO+ 180, CO+  3, N- 37 ], HC2 (638) [ X + 5, E+ 21, C+ 103, E- 19, A+ 86, ST+ 71, A- 6, ST- 2, OC+ 7, SE+ 12, SE- 1, O+ 72, N+ 98, CO+ 73, N- 62 ]";;;;;;;;;;;;"HC3 (449) [ OC-  2, E+ 72, C+ 19, E- 9, A+ 21, C- 11, ST+ 17, A- 9, OC+  5, OC+ 3, OC- 77, SE+ 42, SE- 2, O+ 8, N+ 41, O- 16, CO+ 11, N- 84 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"All that she could hope, was that Edward would not often expose her or himself to the distress of hearing Marianne's mistaken warmth, nor to the repetition of any other part of the pain that had attended their recent meeting--and this she had every reason to expect.";6;"ELINO:X:ST+, ELINO:X:CO+ ";"MARIA:A:X, ELINO:N:X, ";;47;4.6;2;0;7;0;0;5;2;0;0;0;2;7;0;2;0;0;0;4;1;2;0;0;0;0;3;0;3;3;1;2;0;0;1;0;0;0;"BE 1(warmth), CO 1(reason)";"CO 1(reason)";"CO 1(reason)";"BE 1(warmth), CO 1(reason)";"CO 1(reason)";"BE 1(warmth), CO 1(reason)";;;;;"mistaken";;2;1;1;2;1;2;0;0;0;0;1;0;0.86;0.53;0.35;1.11;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (734) [ CO- 7, E+ 8, C+ 105, E- 18, A+ 115, C- 1, ST+ 145, A- 22, ST- 4, ST+  2, OC+ 31, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 12, CO+ 180, CO+  4, N- 37 ], HC2 (639) [ X + 5, E+ 21, C+ 103, E- 19, A+ 86, ST+ 71, A- 6, ST- 2, OC+ 7, SE+ 12, SE- 1, O+ 72, N+ 99, CO+ 73, N- 62 ]";;;;;;;;;;;;"HC2 (652) [ CO- 3, X + 5, E+ 86, C+ 3, E- 16, A+ 46, C- 6, ST+ 31, A- 16, ST- 6, OC+ 45, SE+ 20, OC- 7, O+ 69, N+ 278, CO+ 12, N- 3 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CHAPTER 36   Within a few days after this meeting, the newspapers announced to the world, that the lady of Thomas Palmer, Esq. was safely delivered of a son and heir; a very interesting and satisfactory paragraph, at least to all those intimate connections who knew it before.";0;;;;47;4.6;2;1;9;0;0;6;4;0;1;0;0;6;3;3;0;0;0;1;0;3;0;0;0;0;2;0;0;3;0;1;0;0;0;1;0;0;"SE 1(safely), ST 1(interesting)";"SE 1(safely), ST 1(interesting)";;"ST 1(interesting)";"SE 1(safely)";"SE 1(safely), ST 1(interesting)";"intimate";"interesting";;"intimate";"interesting, lady, least, it";;2;2;0;1;1;2;1;1;0;1;4;0;0.85;0.54;0.28;1.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"This event, highly important to Mrs. Jennings's happiness, produced a temporary alteration in the disposal of her time, and influenced, in a like degree, the engagements of her young friends; for as she wished to be as much as possible with Charlotte, she went thither every morning as soon as she was dressed, and did not return till late in the evening; and Elinor and Marianne, at the particular request of Sir John and Lady Middleton, spent the whole of every day in Conduit Street.";5;MSJEN:X:CO+;;MSJEN:E+:X;87;4.5;5;0;10;0;0;15;7;0;0;0;0;11;2;11;0;0;0;3;2;7;0;0;0;0;2;0;2;7;0;1;0;0;0;0;0;0;"BE 1(friends), HE 1(happiness)";"BE 1(friends)";"HE 1(happiness)";"HE 1(happiness)";"BE 1(friends)";"BE 1(friends), HE 1(happiness)";"particular";"important, young";"young, morning";"particular";"important, late, whole, possible";"spent";2;1;1;1;1;2;1;2;2;1;4;1;0.83;0.57;0.27;1.17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (288) [ CO- 11, E+ 72, C+ 1, E- 2, A+ 40, C- 3, ST+ 78, A- 18, ST- 4, OC+ 23, SE+ 3, OC- 1, SE- 2, O+ 16, CO+ 10, O- 2, N- 2 ], HC3 (216) [ E+ 126, SE+ 17, C+ 4, A+ 35, C- 2, ST+ 27, A- 2, CO+ 3 ]";;;;;;;;;;;;;;;;;;;
"For their own comfort they would much rather have remained, at least all the morning, in Mrs. Jennings's house; but it was not a thing to be urged against the wishes of everybody.";4;"ELINO:E-:CO+, MARIA:E-:CO+";;;34;4.2;1;0;3;0;0;5;1;0;1;0;1;5;1;2;0;1;0;2;1;3;0;0;0;0;1;0;1;1;0;2;1;0;0;0;0;0;"HE 1(comfort)";"HE 1(comfort)";;"HE 1(comfort)";;"HE 1(comfort)";;;"morning";;"least, it";;1;1;0;1;0;1;0;0;1;0;2;0;0.84;0.56;0.31;1.14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;;;;;;;;;"HC1 (736) [ CO- 7, E+ 8, C+ 105, E- 19, A+ 115, C- 1, ST+ 145, A- 22, ST- 4, ST+  2, OC+ 31, OC- 6, SE+ 3, SE- 6, O+ 28, N+ 12, CO+ 181, CO+  4, N- 37 ]";;;;;;;;;;;;"HC1 (647) [ CO- 56, CO-  2, X + 3, E+ 47, E- 25, C+ 3, A+ 49, C- 23, ST+ 49, A- 50, ST- 31, OC+   1, ST+  1, OC+ 87, SE+ 3, OC- 4, SE- 6, O+ 54, N+ 109, CO+ 28, O- 7, N- 9 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Their hours were therefore made over to Lady Middleton and Anne Steele and Lucy Steele, by whom their company, in fact was as little valued, as it was professedly sought.";0;;;;30;4.6;2;0;0;0;0;5;1;0;0;0;0;2;1;6;0;0;0;1;2;2;0;0;0;0;1;0;0;3;0;3;0;0;0;1;0;0;"UN 1(company)";;;"UN 1(company)";;"UN 1(company)";;"little";"little";;"valued, it";;1;0;0;1;0;1;0;1;1;0;2;0;0.86;0.52;0.25;1.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"They had too much sense to be desirable companions to the former; and by the latter they were considered with a jealous eye, as intruding on THEIR ground, and sharing the kindness which they wanted to monopolize.";6;"LADYM:X:OC-, LUCYS:X:SE+, ANNES:X:SE+";"LUCYS:A-:SE, ANNES:A-:SE";;38;4.6;2;0;5;0;0;4;4;0;0;0;0;5;1;0;0;0;0;3;0;1;0;0;0;0;3;0;2;3;2;1;0;0;1;0;0;0;"BE 2(companions, kindness), UN 1(sharing)";"BE 1(companions)";"BE 1(kindness), UN 1(sharing)";"BE 2(companions, kindness), UN 1(sharing)";;"BE 2(companions, kindness), UN 1(sharing)";"jealous";"jealous, desirable";;"jealous";"desirable";"sharing, intruding";3;1;2;3;0;3;1;2;0;1;1;2;0.86;0.51;0.31;1.15;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;1;;"HC1 (81) [ CO- 7, SE+  1, X + 1, E+ 25, A+ 8, ST+ 8, A- 7, ST- 4, OC+ 7, SE+ 3, O+ 1, N+ 1, CO+ 8 ], HC2 (92) [ X + 1, E+ 26, SE+ 29, A+ 10, A- 25, N+ 1 ]";;;;;;;;;;;;;;"HC1 (103) [ CO- 2, E+ 5, E- 11, C+ 4, A+ 10, ST+ 11, A- 10, ST- 7, OC+ 2, SE+ 8, OC- 4, O+ 1, N+ 1, CO+ 13, O- 8, N- 6 ]";;;"HC1 (215) [ CO- 3, X + 1, E+ 29, E- 2, C+ 5, A+ 16, C- 6, ST+ 23, A- 26, ST- 15, OC+ 16, SE+ 16, OC- 1, SE- 3, O+ 2, N+ 8, CO+ 36, O- 4, N- 3 ], HC2 (242) [ X + 4, E+ 41, C+ 5, E- 1, A+ 16, ST+ 8, A- 46, ST- 21, SE+ 70, O+ 5, N+ 19, O- 4, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
