,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,driver,fellow,his own,justice,wallace,watson
593,,,,27682,15,5.483093544258832,,,Feature,,,,,,,,,,Category,,Subject,,,,,
594,,,,27677,20,7.172763089473105,,,Feature,,,,,,,,,,Category,,Subject,,,,,
595,,,,27667,30,10.038580319852866,,,Feature,,,,,,,,,,Category,,Subject,,,,,
596,,,,27657,40,6.1683312992292345,,,Feature,,,,,,,,,,Category,,Subject,,,,,
597,,,,27647,50,3.23770540631128,,,Feature,,,,,,,,,,Category,,Subject,,,,,
598,,,,27637,60,1.6412235616493485,,,Feature,,,,,,,,,,Category,,Subject,,,,,
599,,,,27627,70,1.2505174678509856,,,Feature,,,,,,,,,,Category,,Subject,,,,,
600,,,,27696,1,0.8025219099030347,,,,Feature,,,,,,,,,Category,,Subject,,,,,
601,,,,27692,5,4.001793716296373,,,,Feature,,,,,,,,,Category,,Subject,,,,,
602,,,,27687,10,7.9700919362586715,,,,Feature,,,,,,,,,Category,,Subject,,,,,
603,,,,27682,15,11.488702651817801,,,,Feature,,,,,,,,,Category,,Subject,,,,,
604,,,,27677,20,13.594321042054792,,,,Feature,,,,,,,,,Category,,Subject,,,,,
605,,,,27667,30,14.665965950101407,,,,Feature,,,,,,,,,Category,,Subject,,,,,
606,,,,27657,40,1.8203440388302539,,,,Feature,,,,,,,,,Category,,Subject,,,,,
607,,,,27647,50,0.2612471198328906,,,,Feature,,,,,,,,,Category,,Subject,,,,,
608,,,,27637,60,0.05156617589920841,,,,Feature,,,,,,,,,Category,,Subject,,,,,
609,,,,27627,70,0.026965761436767897,,,,Feature,,,,,,,,,Category,,Subject,,,,,
610,,,,27696,1,0.18803623063808486,,,,,Feature,,,,,,,,Category,,Subject,,,,,
611,,,,27692,5,0.9380859254324051,,,,,Feature,,,,,,,,Category,,Subject,,,,,
612,,,,27687,10,1.8681987112792617,,,,,Feature,,,,,,,,Category,,Subject,,,,,
613,,,,27682,15,2.7835393992557145,,,,,Feature,,,,,,,,Category,,Subject,,,,,
614,,,,27677,20,3.6764200071695328,,,,,Feature,,,,,,,,Category,,Subject,,,,,
615,,,,27667,30,5.35294975885337,,,,,Feature,,,,,,,,Category,,Subject,,,,,
616,,,,27657,40,4.896788332533304,,,,,Feature,,,,,,,,Category,,Subject,,,,,
617,,,,27647,50,4.044526672245191,,,,,Feature,,,,,,,,Category,,Subject,,,,,
618,,,,27637,60,3.342885172587292,,,,,Feature,,,,,,,,Category,,Subject,,,,,
619,,,,27627,70,3.1105538997890823,,,,,Feature,,,,,,,,Category,,Subject,,,,,
620,,,,27696,1,0.9542475426119452,,,,,,Feature,,,,,,,Category,,Subject,,,,,
621,,,,27692,5,4.7509203862144025,,,,,,Feature,,,,,,,Category,,Subject,,,,,
622,,,,27687,10,9.457958069142368,,,,,,Feature,,,,,,,Category,,Subject,,,,,
623,,,,27682,15,13.370159359240505,,,,,,Feature,,,,,,,Category,,Subject,,,,,
624,,,,27677,20,14.556861149677669,,,,,,Feature,,,,,,,Category,,Subject,,,,,
625,,,,27667,30,14.742677326934382,,,,,,Feature,,,,,,,Category,,Subject,,,,,
626,,,,27657,40,0.6246397598211358,,,,,,Feature,,,,,,,Category,,Subject,,,,,
627,,,,27647,50,0.06538849306363392,,,,,,Feature,,,,,,,Category,,Subject,,,,,
628,,,,27637,60,0.01582299794489665,,,,,,Feature,,,,,,,Category,,Subject,,,,,
629,,,,27627,70,0.007034932332045381,,,,,,Feature,,,,,,,Category,,Subject,,,,,
630,,,,27696,1,0.3556371753740283,,,,,,,Feature,,,,,,Category,,Subject,,,,,
631,,,,27692,5,1.776318510119543,,,,,,,Feature,,,,,,Category,,Subject,,,,,
632,,,,27687,10,3.5369751316544162,,,,,,,Feature,,,,,,Category,,Subject,,,,,
633,,,,27682,15,5.249438729365917,,,,,,,Feature,,,,,,Category,,Subject,,,,,
634,,,,27677,20,6.845585160646251,,,,,,,Feature,,,,,,Category,,Subject,,,,,
635,,,,27667,30,9.527283117412658,,,,,,,Feature,,,,,,Category,,Subject,,,,,
636,,,,27657,40,6.1427133151525135,,,,,,,Feature,,,,,,Category,,Subject,,,,,
637,,,,27647,50,3.620262268346188,,,,,,,Feature,,,,,,Category,,Subject,,,,,
638,,,,27637,60,2.0731939818804057,,,,,,,Feature,,,,,,Category,,Subject,,,,,
639,,,,27627,70,1.6770756355518073,,,,,,,Feature,,,,,,Category,,Subject,,,,,
640,,,,27696,1,0.3032136328367828,,,,,,,,Feature,,,,,Category,,Subject,,,,,
641,,,,27692,5,1.5123937833735082,,,,,,,,Feature,,,,,Category,,Subject,,,,,
642,,,,27687,10,3.012754134885675,,,,,,,,Feature,,,,,Category,,Subject,,,,,
643,,,,27682,15,4.47314826633233,,,,,,,,Feature,,,,,Category,,Subject,,,,,
644,,,,27677,20,5.862352388280674,,,,,,,,Feature,,,,,Category,,Subject,,,,,
645,,,,27667,30,8.322053684174547,,,,,,,,Feature,,,,,Category,,Subject,,,,,
646,,,,27657,40,6.021718255750324,,,,,,,,Feature,,,,,Category,,Subject,,,,,
647,,,,27647,50,3.932971270507478,,,,,,,,Feature,,,,,Category,,Subject,,,,,
648,,,,27637,60,2.5321224374788933,,,,,,,,Feature,,,,,Category,,Subject,,,,,
649,,,,27627,70,2.1391457514222822,,,,,,,,Feature,,,,,Category,,Subject,,,,,
650,,,,27696,1,0.3198360266303498,,,,,,,,,Feature,,,,Category,,Subject,,,,,
651,,,,27692,5,1.5944542087275237,,,,,,,,,Feature,,,,Category,,Subject,,,,,
652,,,,27687,10,3.1719713200423323,,,,,,,,,Feature,,,,Category,,Subject,,,,,
653,,,,27682,15,4.702624723050715,,,,,,,,,Feature,,,,Category,,Subject,,,,,
654,,,,27677,20,6.1499800967627145,,,,,,,,,Feature,,,,Category,,Subject,,,,,
655,,,,27667,30,8.664335396492024,,,,,,,,,Feature,,,,Category,,Subject,,,,,
656,,,,27657,40,6.056539216702712,,,,,,,,,Feature,,,,Category,,Subject,,,,,
657,,,,27647,50,3.9758255419462487,,,,,,,,,Feature,,,,Category,,Subject,,,,,
658,,,,27637,60,2.6349860827492595,,,,,,,,,Feature,,,,Category,,Subject,,,,,
659,,,,27627,70,2.254169100405039,,,,,,,,,Feature,,,,Category,,Subject,,,,,
660,,,,27696,1,0.25118742147360984,,,,,,,,,,Feature,,,Category,,Subject,,,,,
661,,,,27692,5,1.2545329952291382,,,,,,,,,,Feature,,,Category,,Subject,,,,,
662,,,,27687,10,2.501854350027022,,,,,,,,,,Feature,,,Category,,Subject,,,,,
663,,,,27682,15,3.7309039734319325,,,,,,,,,,Feature,,,Category,,Subject,,,,,
664,,,,27677,20,4.92139873935474,,,,,,,,,,Feature,,,Category,,Subject,,,,,
665,,,,27667,30,7.106873179700811,,,,,,,,,,Feature,,,Category,,Subject,,,,,
666,,,,27657,40,5.758840693950835,,,,,,,,,,Feature,,,Category,,Subject,,,,,
667,,,,27647,50,4.1810342120677495,,,,,,,,,,Feature,,,Category,,Subject,,,,,
668,,,,27637,60,3.01442555074689,,,,,,,,,,Feature,,,Category,,Subject,,,,,
669,,,,27627,70,2.6451459899158642,,,,,,,,,,Feature,,,Category,,Subject,,,,,
670,,,,27696,1,0.42643098957604475,,,,,,,,,,,Feature,,Category,,Subject,,,,,
671,,,,27692,5,2.128867660139033,,,,,,,,,,,Feature,,Category,,Subject,,,,,
672,,,,27687,10,4.243218793214037,,,,,,,,,,,Feature,,Category,,Subject,,,,,
673,,,,27682,15,6.280670279224312,,,,,,,,,,,Feature,,Category,,Subject,,,,,
674,,,,27677,20,8.138730120013516,,,,,,,,,,,Feature,,Category,,Subject,,,,,
675,,,,27667,30,11.082714267884358,,,,,,,,,,,Feature,,Category,,Subject,,,,,
676,,,,27657,40,5.932365620495363,,,,,,,,,,,Feature,,Category,,Subject,,,,,
677,,,,27647,50,2.881072949032045,,,,,,,,,,,Feature,,Category,,Subject,,,,,
678,,,,27637,60,1.378898374971713,,,,,,,,,,,Feature,,Category,,Subject,,,,,
679,,,,27627,70,1.0335362455148163,,,,,,,,,,,Feature,,Category,,Subject,,,,,
680,,,,27696,1,0.9766261857467647,,,,,,,,,,,,Feature,Category,,Subject,,,,,
681,,,,27692,5,4.8517376553855875,,,,,,,,,,,,Feature,Category,,Subject,,,,,
682,,,,27687,10,9.650605931877083,,,,,,,,,,,,Feature,Category,,Subject,,,,,
683,,,,27682,15,13.606882853160364,,,,,,,,,,,,Feature,Category,,Subject,,,,,
684,,,,27677,20,14.618531123991337,,,,,,,,,,,,Feature,Category,,Subject,,,,,
685,,,,27667,30,14.752281901535849,,,,,,,,,,,,Feature,Category,,Subject,,,,,
686,,,,27657,40,0.5339276574418245,,,,,,,,,,,,Feature,Category,,Subject,,,,,
687,,,,27647,50,0.04100622742593985,,,,,,,,,,,,Feature,Category,,Subject,,,,,
688,,,,27637,60,0.0023442347623448653,,,,,,,,,,,,Feature,Category,,Subject,,,,,
689,,,,27627,70,0.0,,,,,,,,,,,,Feature,Category,,Subject,,,,,
690,,Category,Feature,27696,1,0.8025219099030347,,,,,,,,,,,,,,,,Subject,,,,
691,,Category,Feature,27692,5,4.001793716296373,,,,,,,,,,,,,,,,Subject,,,,
692,,Category,Feature,27687,10,7.9700919362586715,,,,,,,,,,,,,,,,Subject,,,,
693,,Category,Feature,27682,15,11.488702651817801,,,,,,,,,,,,,,,,Subject,,,,
694,,Category,Feature,27677,20,13.594321042054792,,,,,,,,,,,,,,,,Subject,,,,
695,,Category,Feature,27667,30,14.665965950101407,,,,,,,,,,,,,,,,Subject,,,,
696,,Category,Feature,27657,40,1.8203440388302539,,,,,,,,,,,,,,,,Subject,,,,
697,,Category,Feature,27647,50,0.2612471198328906,,,,,,,,,,,,,,,,Subject,,,,
698,,Category,Feature,27637,60,0.05156617589920841,,,,,,,,,,,,,,,,Subject,,,,
699,,Category,Feature,27627,70,0.026965761436767897,,,,,,,,,,,,,,,,Subject,,,,
700,,,,27696,1,0.24922859931890437,Category,Feature,,,,,,,,,,,,,,Subject,,,,
701,,,,27692,5,1.2448835941978622,Category,Feature,,,,,,,,,,,,,,Subject,,,,
702,,,,27687,10,2.483396122449824,Category,Feature,,,,,,,,,,,,,,Subject,,,,
703,,,,27682,15,3.704245224085675,Category,Feature,,,,,,,,,,,,,,Subject,,,,
704,,,,27677,20,4.886439085713639,Category,Feature,,,,,,,,,,,,,,Subject,,,,
705,,,,27667,30,7.0612989373421575,Category,Feature,,,,,,,,,,,,,,Subject,,,,
706,,,,27657,40,5.748202681859625,Category,Feature,,,,,,,,,,,,,,Subject,,,,
707,,,,27647,50,4.203540328721407,Category,Feature,,,,,,,,,,,,,,Subject,,,,
708,,,,27637,60,3.064807404837625,Category,Feature,,,,,,,,,,,,,,Subject,,,,
709,,,,27627,70,2.7003969176523337,Category,Feature,,,,,,,,,,,,,,Subject,,,,
710,,,,27696,1,0.008577148993487577,Category,,Feature,,,,,,,,,,,,,Subject,,,,
711,,,,27692,5,0.04015537348536079,Category,,Feature,,,,,,,,,,,,,Subject,,,,
712,,,,27687,10,0.07506553868063716,Category,,Feature,,,,,,,,,,,,,Subject,,,,
713,,,,27682,15,0.10711912413052169,Category,,Feature,,,,,,,,,,,,,Subject,,,,
714,,,,27677,20,0.13422053247958246,Category,,Feature,,,,,,,,,,,,,Subject,,,,
715,,,,27667,30,0.16960320059313036,Category,,Feature,,,,,,,,,,,,,Subject,,,,
716,,,,27657,40,0.1574357848029479,Category,,Feature,,,,,,,,,,,,,Subject,,,,
717,,,,27647,50,0.13443116758045384,Category,,Feature,,,,,,,,,,,,,Subject,,,,
718,,,,27637,60,0.12909450514876125,Category,,Feature,,,,,,,,,,,,,Subject,,,,
719,,,,27627,70,0.1295928679575631,Category,,Feature,,,,,,,,,,,,,Subject,,,,
720,,,,27696,1,0.42643098957604475,Category,,,Feature,,,,,,,,,,,,Subject,,,,
721,,,,27692,5,2.128867660139033,Category,,,Feature,,,,,,,,,,,,Subject,,,,
722,,,,27687,10,4.243218793214037,Category,,,Feature,,,,,,,,,,,,Subject,,,,
723,,,,27682,15,6.280670279224312,Category,,,Feature,,,,,,,,,,,,Subject,,,,
724,,,,27677,20,8.138730120013516,Category,,,Feature,,,,,,,,,,,,Subject,,,,
725,,,,27667,30,11.082714267884358,Category,,,Feature,,,,,,,,,,,,Subject,,,,
726,,,,27657,40,5.932365620495363,Category,,,Feature,,,,,,,,,,,,Subject,,,,
727,,,,27647,50,2.881072949032045,Category,,,Feature,,,,,,,,,,,,Subject,,,,
728,,,,27637,60,1.378898374971713,Category,,,Feature,,,,,,,,,,,,Subject,,,,
729,,,,27627,70,1.0335362455148163,Category,,,Feature,,,,,,,,,,,,Subject,,,,
730,,,,27696,1,0.002050834902439102,Category,,,,Feature,,,,,,,,,,,Subject,,,,
731,,,,27692,5,0.010255204080052248,Category,,,,Feature,,,,,,,,,,,Subject,,,,
732,,,,27687,10,0.02051298228380262,Category,,,,Feature,,,,,,,,,,,Subject,,,,
733,,,,27682,15,0.03077333495017467,Category,,,,Feature,,,,,,,,,,,Subject,,,,
734,,,,27677,20,0.04103626241641306,Category,,,,Feature,,,,,,,,,,,Subject,,,,
735,,,,27667,30,0.061569843089030414,Category,,,,Feature,,,,,,,,,,,Subject,,,,
736,,,,27657,40,0.07798756360561182,Category,,,,Feature,,,,,,,,,,,Subject,,,,
737,,,,27647,50,0.09099061024797055,Category,,,,Feature,,,,,,,,,,,Subject,,,,
738,,,,27637,60,0.09816017269279897,Category,,,,Feature,,,,,,,,,,,Subject,,,,
739,,,,27627,70,0.1008284518265396,Category,,,,Feature,,,,,,,,,,,Subject,,,,
740,,,,27696,1,0.03183790115930916,Category,,,,,Feature,,,,,,,,,,Subject,,,,
741,,,,27692,5,0.12397476429164318,Category,,,,,Feature,,,,,,,,,,Subject,,,,
742,,,,27687,10,0.19436802433217815,Category,,,,,Feature,,,,,,,,,,Subject,,,,
743,,,,27682,15,0.23408944026287923,Category,,,,,Feature,,,,,,,,,,Subject,,,,
744,,,,27677,20,0.2576358572789106,Category,,,,,Feature,,,,,,,,,,Subject,,,,
745,,,,27667,30,0.283004102255441,Category,,,,,Feature,,,,,,,,,,Subject,,,,
746,,,,27657,40,0.1915970448396618,Category,,,,,Feature,,,,,,,,,,Subject,,,,
747,,,,27647,50,0.17783530891716492,Category,,,,,Feature,,,,,,,,,,Subject,,,,
748,,,,27637,60,0.18091045533275762,Category,,,,,Feature,,,,,,,,,,Subject,,,,
749,,,,27627,70,0.18348094228344686,Category,,,,,Feature,,,,,,,,,,Subject,,,,
750,,,,27696,1,0.003812789332376938,Category,,,,,,Feature,,,,,,,,,Subject,,,,
751,,,,27692,5,0.01852346323423075,Category,,,,,,Feature,,,,,,,,,Subject,,,,
752,,,,27687,10,0.03474396345424678,Category,,,,,,Feature,,,,,,,,,Subject,,,,
753,,,,27682,15,0.05085575740895251,Category,,,,,,Feature,,,,,,,,,Subject,,,,
754,,,,27677,20,0.06697110489323573,Category,,,,,,Feature,,,,,,,,,Subject,,,,
755,,,,27667,30,0.09718661751209824,Category,,,,,,Feature,,,,,,,,,Subject,,,,
756,,,,27657,40,0.11441036467173255,Category,,,,,,Feature,,,,,,,,,Subject,,,,
757,,,,27647,50,0.12629473486581713,Category,,,,,,Feature,,,,,,,,,Subject,,,,
758,,,,27637,60,0.13311090617512053,Category,,,,,,Feature,,,,,,,,,Subject,,,,
759,,,,27627,70,0.1360158359387396,Category,,,,,,Feature,,,,,,,,,Subject,,,,
760,,,,27696,1,0.004649731539622489,Category,,,,,,,Feature,,,,,,,,Subject,,,,
761,,,,27692,5,0.02324975687333169,Category,,,,,,,Feature,,,,,,,,Subject,,,,
762,,,,27687,10,0.04650225578078552,Category,,,,,,,Feature,,,,,,,,Subject,,,,
763,,,,27682,15,0.06926535063003607,Category,,,,,,,Feature,,,,,,,,Subject,,,,
764,,,,27677,20,0.09129334863422732,Category,,,,,,,Feature,,,,,,,,Subject,,,,
765,,,,27667,30,0.13404823442983232,Category,,,,,,,Feature,,,,,,,,Subject,,,,
766,,,,27657,40,0.1596999407654727,Category,,,,,,,Feature,,,,,,,,Subject,,,,
767,,,,27647,50,0.16831027592958037,Category,,,,,,,Feature,,,,,,,,Subject,,,,
768,,,,27637,60,0.1692805955418157,Category,,,,,,,Feature,,,,,,,,Subject,,,,
769,,,,27627,70,0.16926483206414972,Category,,,,,,,Feature,,,,,,,,Subject,,,,
770,,,,27696,1,0.0042341612706007425,Category,,,,,,,,Feature,,,,,,,Subject,,,,
771,,,,27692,5,0.020656405550294903,Category,,,,,,,,Feature,,,,,,,Subject,,,,
772,,,,27687,10,0.03797202000293746,Category,,,,,,,,Feature,,,,,,,Subject,,,,
773,,,,27682,15,0.05423538505953175,Category,,,,,,,,Feature,,,,,,,Subject,,,,
774,,,,27677,20,0.07035094595470869,Category,,,,,,,,Feature,,,,,,,Subject,,,,
775,,,,27667,30,0.10135897813760052,Category,,,,,,,,Feature,,,,,,,Subject,,,,
776,,,,27657,40,0.11712081299754079,Category,,,,,,,,Feature,,,,,,,Subject,,,,
777,,,,27647,50,0.1288004718388213,Category,,,,,,,,Feature,,,,,,,Subject,,,,
778,,,,27637,60,0.13508854064465517,Category,,,,,,,,Feature,,,,,,,Subject,,,,
779,,,,27627,70,0.13794999701808733,Category,,,,,,,,Feature,,,,,,,Subject,,,,
780,,,,27696,1,0.3556371753740283,Category,,,,,,,,,Feature,,,,,,Subject,,,,
781,,,,27692,5,1.776318510119543,Category,,,,,,,,,Feature,,,,,,Subject,,,,
782,,,,27687,10,3.5369751316544162,Category,,,,,,,,,Feature,,,,,,Subject,,,,
783,,,,27682,15,5.249438729365917,Category,,,,,,,,,Feature,,,,,,Subject,,,,
784,,,,27677,20,6.845585160646251,Category,,,,,,,,,Feature,,,,,,Subject,,,,
785,,,,27667,30,9.527283117412658,Category,,,,,,,,,Feature,,,,,,Subject,,,,
786,,,,27657,40,6.1427133151525135,Category,,,,,,,,,Feature,,,,,,Subject,,,,
787,,,,27647,50,3.620262268346188,Category,,,,,,,,,Feature,,,,,,Subject,,,,
788,,,,27637,60,2.0731939818804057,Category,,,,,,,,,Feature,,,,,,Subject,,,,
789,,,,27627,70,1.6770756355518073,Category,,,,,,,,,Feature,,,,,,Subject,,,,
790,,,,27696,1,0.008199075272091657,Category,,,,,,,,,,Feature,,,,,Subject,,,,
791,,,,27692,5,0.04027859758493446,Category,,,,,,,,,,Feature,,,,,Subject,,,,
792,,,,27687,10,0.07674323724853191,Category,,,,,,,,,,Feature,,,,,Subject,,,,
793,,,,27682,15,0.11091225735243875,Category,,,,,,,,,,Feature,,,,,Subject,,,,
794,,,,27677,20,0.14478061374120868,Category,,,,,,,,,,Feature,,,,,Subject,,,,
795,,,,27667,30,0.20202703577584435,Category,,,,,,,,,,Feature,,,,,Subject,,,,
796,,,,27657,40,0.20481053010098288,Category,,,,,,,,,,Feature,,,,,Subject,,,,
797,,,,27647,50,0.18442416107064655,Category,,,,,,,,,,Feature,,,,,Subject,,,,
798,,,,27637,60,0.16617145698016203,Category,,,,,,,,,,Feature,,,,,Subject,,,,
799,,,,27627,70,0.16235123989796382,Category,,,,,,,,,,Feature,,,,,Subject,,,,
800,,,,27696,1,0.03566150550692808,Category,,,,,,,,,,,Feature,,,,Subject,,,,
801,,,,27692,5,0.13169237904444767,Category,,,,,,,,,,,Feature,,,,Subject,,,,
802,,,,27687,10,0.20313143834874442,Category,,,,,,,,,,,Feature,,,,Subject,,,,
803,,,,27682,15,0.23843194796381728,Category,,,,,,,,,,,Feature,,,,Subject,,,,
804,,,,27677,20,0.2595336878552511,Category,,,,,,,,,,,Feature,,,,Subject,,,,
805,,,,27667,30,0.28468548940423327,Category,,,,,,,,,,,Feature,,,,Subject,,,,
806,,,,27657,40,0.18975619491457424,Category,,,,,,,,,,,Feature,,,,Subject,,,,
807,,,,27647,50,0.17847877782635915,Category,,,,,,,,,,,Feature,,,,Subject,,,,
808,,,,27637,60,0.18154075505161377,Category,,,,,,,,,,,Feature,,,,Subject,,,,
809,,,,27627,70,0.184107502002569,Category,,,,,,,,,,,Feature,,,,Subject,,,,
810,,,,27696,1,0.27933032390099566,,Feature,,,,,,,,,,,Category,,,Subject,,,,
811,,,,27692,5,1.392703489288866,,Feature,,,,,,,,,,,Category,,,Subject,,,,
812,,,,27687,10,2.7690231859717054,,Feature,,,,,,,,,,,Category,,,Subject,,,,
813,,,,27682,15,4.11373810056818,,Feature,,,,,,,,,,,Category,,,Subject,,,,
814,,,,27677,20,5.397712558064112,,Feature,,,,,,,,,,,Category,,,Subject,,,,
815,,,,27667,30,7.697378235794579,,Feature,,,,,,,,,,,Category,,,Subject,,,,
816,,,,27657,40,5.916328815718561,,Feature,,,,,,,,,,,Category,,,Subject,,,,
817,,,,27647,50,4.1415953233108125,,Feature,,,,,,,,,,,Category,,,Subject,,,,
818,,,,27637,60,2.892317806871397,,Feature,,,,,,,,,,,Category,,,Subject,,,,
819,,,,27627,70,2.5171996527474048,,Feature,,,,,,,,,,,Category,,,Subject,,,,
820,,,,27696,1,0.37039193680443117,,,Feature,,,,,,,,,,Category,,,Subject,,,,
821,,,,27692,5,1.8511659956295463,,,Feature,,,,,,,,,,Category,,,Subject,,,,
822,,,,27687,10,3.6921911334392226,,,Feature,,,,,,,,,,Category,,,Subject,,,,
823,,,,27682,15,5.482260075666965,,,Feature,,,,,,,,,,Category,,,Subject,,,,
824,,,,27677,20,7.172681866011891,,,Feature,,,,,,,,,,Category,,,Subject,,,,
825,,,,27667,30,10.051335983083296,,,Feature,,,,,,,,,,Category,,,Subject,,,,
826,,,,27657,40,6.202798612530679,,,Feature,,,,,,,,,,Category,,,Subject,,,,
827,,,,27647,50,3.247360789504981,,,Feature,,,,,,,,,,Category,,,Subject,,,,
828,,,,27637,60,1.6156247186267918,,,Feature,,,,,,,,,,Category,,,Subject,,,,
829,,,,27627,70,1.2143818194573381,,,Feature,,,,,,,,,,Category,,,Subject,,,,
830,,,,27696,1,0.8037534794662375,,,,Feature,,,,,,,,,Category,,,Subject,,,,
831,,,,27692,5,4.008355474648862,,,,Feature,,,,,,,,,Category,,,Subject,,,,
832,,,,27687,10,7.984372252038343,,,,Feature,,,,,,,,,Category,,,Subject,,,,
833,,,,27682,15,11.510828371072476,,,,Feature,,,,,,,,,Category,,,Subject,,,,
834,,,,27677,20,13.618073834156784,,,,Feature,,,,,,,,,Category,,,Subject,,,,
835,,,,27667,30,14.675524966880932,,,,Feature,,,,,,,,,Category,,,Subject,,,,
836,,,,27657,40,1.7953280531296691,,,,Feature,,,,,,,,,Category,,,Subject,,,,
837,,,,27647,50,0.25013145334202086,,,,Feature,,,,,,,,,Category,,,Subject,,,,
838,,,,27637,60,0.04687894737950136,,,,Feature,,,,,,,,,Category,,,Subject,,,,
839,,,,27627,70,0.026379591807807985,,,,Feature,,,,,,,,,Category,,,Subject,,,,
840,,,,27696,1,0.189135257791872,,,,,Feature,,,,,,,,Category,,,Subject,,,,
841,,,,27692,5,0.9435004589809672,,,,,Feature,,,,,,,,Category,,,Subject,,,,
842,,,,27687,10,1.8790938499994485,,,,,Feature,,,,,,,,Category,,,Subject,,,,
843,,,,27682,15,2.8000350984439706,,,,,Feature,,,,,,,,Category,,,Subject,,,,
844,,,,27677,20,3.698393613515583,,,,,Feature,,,,,,,,Category,,,Subject,,,,
845,,,,27667,30,5.384165340623752,,,,,Feature,,,,,,,,Category,,,Subject,,,,
846,,,,27657,40,4.916831434098051,,,,,Feature,,,,,,,,Category,,,Subject,,,,
847,,,,27647,50,4.058419074583711,,,,,Feature,,,,,,,,Category,,,Subject,,,,
848,,,,27637,60,3.3496712699278035,,,,,Feature,,,,,,,,Category,,,Subject,,,,
849,,,,27627,70,3.1137750400424995,,,,,Feature,,,,,,,,Category,,,Subject,,,,
850,,,,27696,1,0.9548851982833569,,,,,,Feature,,,,,,,Category,,,Subject,,,,
851,,,,27692,5,4.755334684674708,,,,,,Feature,,,,,,,Category,,,Subject,,,,
852,,,,27687,10,9.468564252546514,,,,,,Feature,,,,,,,Category,,,Subject,,,,
853,,,,27682,15,13.387429324969737,,,,,,Feature,,,,,,,Category,,,Subject,,,,
854,,,,27677,20,14.572233324351714,,,,,,Feature,,,,,,,Category,,,Subject,,,,
855,,,,27667,30,14.750602485862057,,,,,,Feature,,,,,,,Category,,,Subject,,,,
856,,,,27657,40,0.5934778811116642,,,,,,Feature,,,,,,,Category,,,Subject,,,,
857,,,,27647,50,0.04452061581893218,,,,,,Feature,,,,,,,Category,,,Subject,,,,
858,,,,27637,60,0.007032613605721514,,,,,,Feature,,,,,,,Category,,,Subject,,,,
859,,,,27627,70,0.0023450076930077997,,,,,,Feature,,,,,,,Category,,,Subject,,,,
860,,,,27696,1,0.3576883583546492,,,,,,,Feature,,,,,,Category,,,Subject,,,,
861,,,,27692,5,1.7864471487465818,,,,,,,Feature,,,,,,Category,,,Subject,,,,
862,,,,27687,10,3.5573021919979886,,,,,,,Feature,,,,,,Category,,,Subject,,,,
863,,,,27682,15,5.279167303375611,,,,,,,Feature,,,,,,Category,,,Subject,,,,
864,,,,27677,20,6.882102216291736,,,,,,,Feature,,,,,,Category,,,Subject,,,,
865,,,,27667,30,9.568930144023549,,,,,,,Feature,,,,,,Category,,,Subject,,,,
866,,,,27657,40,6.140466318144337,,,,,,,Feature,,,,,,Category,,,Subject,,,,
867,,,,27647,50,3.605015264595651,,,,,,,Feature,,,,,,Category,,,Subject,,,,
868,,,,27637,60,2.0562697910006915,,,,,,,Feature,,,,,,Category,,,Subject,,,,
869,,,,27627,70,1.6568235523721897,,,,,,,Feature,,,,,,Category,,,Subject,,,,
870,,,,27696,1,0.30291529339476203,,,,,,,,Feature,,,,,Category,,,Subject,,,,
871,,,,27692,5,1.5106650490986133,,,,,,,,Feature,,,,,Category,,,Subject,,,,
872,,,,27687,10,3.009322337384065,,,,,,,,Feature,,,,,Category,,,Subject,,,,
873,,,,27682,15,4.467794261792732,,,,,,,,Feature,,,,,Category,,,Subject,,,,
874,,,,27677,20,5.855643073156708,,,,,,,,Feature,,,,,Category,,,Subject,,,,
875,,,,27667,30,8.314314712717781,,,,,,,,Feature,,,,,Category,,,Subject,,,,
876,,,,27657,40,6.029276967496845,,,,,,,,Feature,,,,,Category,,,Subject,,,,
877,,,,27647,50,3.9428242960905058,,,,,,,,Feature,,,,,Category,,,Subject,,,,
878,,,,27637,60,2.54169044048444,,,,,,,,Feature,,,,,Category,,,Subject,,,,
879,,,,27627,70,2.145681903900807,,,,,,,,Feature,,,,,Category,,,Subject,,,,
880,,,,27696,1,0.32171961977569574,,,,,,,,,Feature,,,,Category,,,Subject,,,,
881,,,,27692,5,1.6039134419509415,,,,,,,,,Feature,,,,Category,,,Subject,,,,
882,,,,27687,10,3.191231189006439,,,,,,,,,Feature,,,,Category,,,Subject,,,,
883,,,,27682,15,4.731300182046282,,,,,,,,,Feature,,,,Category,,,Subject,,,,
884,,,,27677,20,6.187363196237216,,,,,,,,,Feature,,,,Category,,,Subject,,,,
885,,,,27667,30,8.713059011626635,,,,,,,,,Feature,,,,Category,,,Subject,,,,
886,,,,27657,40,6.067451494653169,,,,,,,,,Feature,,,,Category,,,Subject,,,,
887,,,,27647,50,3.9617213002211558,,,,,,,,,Feature,,,,Category,,,Subject,,,,
888,,,,27637,60,2.604179480584873,,,,,,,,,Feature,,,,Category,,,Subject,,,,
889,,,,27627,70,2.216499881954558,,,,,,,,,Feature,,,,Category,,,Subject,,,,
890,,,,27696,1,0.2513503515868116,,,,,,,,,,Feature,,,Category,,,Subject,,,,
